name,gender,langage,frequency,translated_name
honorius,m,late roman,0.25,Honorius
honour,f,english,0,شرف
hooda,f,arabic,0,هودا
hopcyn,m,welsh,0,هوبسين
hope,f,english,0.29,يأمل
hopkin,m,english,0,هوبكين
horace,m,"english, french",1.88,هوراس
horacio,m,"spanish, portuguese",0,هوراسيو
horatia,f,ancient roman,0,هورااتيا
horatio,m,english,0.32,هوراشيو
horatius,m,ancient roman,0,هوراشيوس
hormazd,m,,0,هورماز
hormazed,m,,0,هرمون
horsa,m,ancient germanic,0,هورسا
horst,m,german,0.19,هورست
hortense,f,french,2.39,هورتنس
hortensia,f,"ancient roman, english, spanish",3.92,هورتنس
horus,m,egyptian mythology (hellenized),0.22,حورس
hosanna,"f,m",,0.29,هوسانا
hosannah,"f,m",,0.19,هوسانا
hosea,m,biblical,0,هوشع
hoshi,f,japanese,0,هوشي
hosni,m,arabic,0,هوسني
hotaka,m,japanese,0,هوتكا
hotaru,f,japanese,0,Hotaru
houda,f,arabic,0,هودا
hourig,f,armenian,0,ساعة
houssam,m,arabic,0,Houssam
hovhannes,m,armenian,0,هوفهانيس
hovsep,m,armenian,0,Hovsep
howard,m,english,0.32,هوارد
howell,m,welsh,0.35,هويل
howie,m,english,0,هوي
hoyt,m,,0,هويت
hrafn,m,"icelandic, ancient scandinavian",0,hrafn
hristina,f,bulgarian,0,هريستينا
hrodohaidis,f,,0,Hrodohaidis
hrothgar,m,anglo-saxon,0,هروثجار
huan,"f,m",chinese,0,هوان
huang,"m,f",chinese,0.03,هوانغ
hubert,m,"english, german, dutch, french",6.47,هوبرت
hubrecht,m,dutch,0.03,غطرسة
huda,f,arabic,0,هدى
hudes,f,jewish,0,هادس
hudson,m,english,1.05,هدسون
huey,m,english,0.06,هووي
huffie,m,english,0,هوفي
hugh,m,english,0.38,هيو
hughie,m,english,0,هيو
hugo,m,"spanish, portuguese, english, dutch, german",12.65,هوغو
hugues,m,french,0.96,عانق
hulda (1),f,"scandinavian, german",0,هولدا (1)
hulda (2),f,biblical (variant),0,هولدا (2)
huldah,f,biblical,0,هولدا
humbert,m,"english, german, french",0.83,هامبرت
humphrey,m,english,1.47,همفري
humphry,m,english,0.1,همفري
hùng,m,vietnamese,0,التعلق
hunter,"m,f",english,0.73,هنتر
huo,"m,f",chinese,0,هوو
hùong,f,vietnamese,0,هونغ
huppert,m,german,0.03,هوبرت
hupprecht,m,german,0,هوبريخت
husain,m,arabic,0,حسين
husam,m,arabic,0,همسام
husayn,m,arabic,0,حسين
husni,m,arabic,0,حسني
hussain,m,arabic,0.06,حسين
hussein,m,arabic,1.05,حسين
huw,m,welsh,0,هوو
hyacinth,"m,f",english,0,صفير
hyacintha,f,english,0,Hyacintha
hyacinthe,f,french,0.86,Hyacinthe
hyam,m,jewish,0,هيام
hyder,m,arabic,0,حيدر
hyginus,m,ancient greek (latinized),0,hyginus
hylda,f,english,0,Hylda
hyledd,f,welsh,0,Hyledd
hyman,m,jewish,0.06,هايمان
hymie,m,jewish,0,ترنيمة
hypatia,f,ancient greek (latinized),0,hypatia
hyram,m,english,0,هيرام
hyun,f,korean,0,هيون
hywel,m,welsh,0,هيويل
iacchus,m,greek mythology (latinized),0.03,Iacchus
iagan,m,scottish,0,IAGAN
iago,m,"welsh, spanish",0.13,IAGO
iain,m,scottish,0,إيان
iakopa,m,hawaiian,0,إيكوبا
ian,m,"scottish, english",0,إيان
iancu,m,romanian,0,إيانكو
iantha,f,english,0,إيانثا
ianthe,f,greek mythology,0,إيان
ianthina,f,,0,إيانثينا
ianto,m,welsh,0,اينتو
iarfhlaith,m,irish,0,Iarfhlaith
iarlaith,m,irish,0,Iarlaith
iason,m,"greek mythology, greek",0,إيسون
ib,m,danish,0.19,IB
ibbie,f,english,0,إببي
ibolya,f,hungarian,0,ibolya
ibraheem,m,indian,0,إبراهيم
ibrahim,m,"arabic, turkish",1.37,إبراهيم
ibtihaj,f,arabic,0,ibtihaj
ibtisam,f,arabic,0,ibtisam
icarus,m,greek mythology (latinized),0.03,icarus
ichabod,m,biblical,0.03,ichabod
ichiro,m,japanese,0,إيشيرو
ida,f,"english, scandinavian, hungarian",4.33,IDA
idan,m,jewish,0,إيدان
íde,f,irish,0,íde
idelle,f,english,0,Idelle
idesta,f,,0,idesta
idetta,f,,0,idetta
idonea,f,english,0,Idonea
idony,f,english,0,ط دوني
idowu,m,african,0,Idowu
idoya,f,spanish,0,Idoya
idril,f,literature,0,إدريل
idris,m,welsh,0.03,إدريس
idunn,f,germanic mythology,0,Idunn
idwal,m,welsh,0,Idwal
iefan,m,welsh,0,ايفان
iekika,f,hawaiian,0,أيكيكا
iestyn,m,welsh,0,iestyn
ieuan,m,welsh,0,iuan
ifan,m,welsh,0,إيفان
ife,f,african,0,إيف
ige,f,african,0,ige
ignaas,m,dutch,0,Ignaas
ignác,m,"hungarian, czech",0,Ignác
ignace,m,french,1.37,Ignace
ignacio,m,spanish,0.06,Ignacio
ignacy,m,polish,0,الغيب
ignacz,m,hungarian,0,Ignacz
ignasi,m,catalan,0,Ignasi
ignatius,m,,0,اغناطيوس
ignatz,m,german,0,Ignatz
ignazio,m,italian,0.03,Ignazio
igor,m,russian,1.05,igor
ihab,"m,f",arabic,0,ihab
ihsan,"m,f",arabic,0,Ihsan
iida,f,finnish,0,Iida
iikka,m,finnish,0,Iikka
iisakki,m,finnish,0,Iisakki
ikaia,m,hawaiian,0,Ikaia
ikaika,m,hawaiian,0,Ikaika
ike,m,english,0.1,آيك
ikraam,f,arabic,0,Ikraam
ila,f,indian,0.06,ILA
ilan,m,jewish,0,إيلان
ilana,f,jewish,0,إيلانا
ilar,m,welsh,0,ilar
ilari,m,russian,0,ilari
ilaria,f,italian,0,ilaria
ilario,m,italian,0.41,ilario
ilbert,m,,0,إيلبرت
ildikó,f,hungarian,0,ildikó
ilean,f,english,0,إيليان
ileana,f,romanian,0,ايليانا
ileen,f,english,0,ألين
ilene,f,english,0,إيلين
ili,f,hungarian,0,إيلي
ilia,m,"russian, bulgarian",0.03,إيليا
ilie,m,romanian,0,إيلي
ilinca,f,romanian,0,إلينكا
ilka,f,hungarian,0,ilka
ilker,m,turkish,0,ايلكر
íllés,m,hungarian,0,íllés
illtyd,m,welsh,0,Illtyd
ilma,f,,0,إيلما
ilona,f,"hungarian, finnish",0.13,إيلونا
ilonka,f,hungarian,0,ilonka
ilsa,f,,0,ilsa
ilse,f,german,0.1,ilse
ilya,m,russian,0.22,إيليا
ima,f,,0,أنا
imaculada,f,portuguese,0.03,imaculada
imad,m,arabic,0,عمد
imam,m,arabic,0.32,إمام
imamu,m,african,0,الإمام
iman,f,arabic,0.25,إيمان
imani,f,african,0,إيماني
imelda,f,"italian, spanish",0.1,إميلدا
imen,f,arabic,0,إيمين
imhotep,m,ancient egyptian,0,Imhotep
imke,f,german,0,Imke
imma,f,german,0,إيما
immacolata,f,italian,0,Immacolata
immaculata,f,irish,0,Immaculata
immanuel,m,"german, jewish, biblical",0.03,إيمانويل
imogen,f,english,0,Imogen
imogene,f,english,0,Imogene
imre,m,hungarian,0,Imre
imrus,m,hungarian,0,عمروس
ina,f,english,0.54,في
inácio,m,portuguese,0,inácio
iñaki,m,basque,0,Iñaki
in'am,f,arabic,0,in'am
inbar,f,jewish,0,في شريط
inderjit,"m,f",indian,0,inderjit
inderpal,m,indian,0,inderpal
india,f,english,0.61,الهند
indiana,"f,m",english,2.04,إنديانا
indigo,"m,f",english,2.2,النيلي
indira,f,"indian, hindu mythology",0.06,إنديرا
indra,m,"indian, hindu mythology",0.13,إندرا
indrajit,"m,f",indian,0,إندراجيت
indrani,f,indian,0,إندراني
indy,"f,m",english,0.89,إندي
inés,f,spanish,0,inés
inès,f,french,15.36,inès
inês,f,portuguese,0,inês
inez,f,spanish,0.03,اينز
ing,m,"germanic mythology, norse mythology",0.35,عمل
inga,f,swedish,0.03,إنغا
inge,"m,f","german, scandinavian",0.03,إنجي
ingeborg,f,"scandinavian, german",0.86,Ingeborg
ingegärd,f,swedish,0,Ingegärd
ingegerd,f,scandinavian,0,Ingegerd
ingemar,m,scandinavian,0,إنجيمار
inger,f,swedish,0,ادن
inglebert,m,,0,إنجلبرت
ingmar,m,scandinavian,0.03,إنجمار
ingolf,m,scandinavian,0.03,إنغولف
ingram,m,english,0.06,إنغرام
ingrid,f,"scandinavian, german",0.48,إنغريد
ingvar,m,scandinavian,0,إنغفار
ingvarr,m,ancient scandinavian,0,Ingvarr
inigo,m,english,0.13,inigo
inka,f,frisian,0,إنكا
inkeri,f,finnish,0,inkeri
inmaculada,f,spanish,0,inmaculada
innes,"m,f",scottish,0.03,innes
innocent,m,english,10.93,البريء
innocenzo,m,italian,0,Innocenzo
innokenti,m,russian,0,Innokenti
inocencio,m,spanish,0,inocencio
into,m,finnish,0.16,داخل
io,f,greek mythology,45.21,IO
ioan,m,"romanian, bulgarian",0,ioan
ioana,f,"romanian, bulgarian",0,Ioana
ioann,m,russian,0,إيوان
ioanna,f,greek,0,ioanna
ioannes,m,greek,0,ioannes
ioannis,m,greek,0,ioannis
iokua,m,hawaiian,0,Iokua
iola,f,,0,iola
iolana,f,hawaiian,0,iolana
iolanthe,f,english,0,iolanthe
iole,f,greek mythology,0,أيول
iolo,m,welsh,0,iolo
iolyn,m,welsh,0,iolyn
íomhar,m,irish,0,íomhar
iomhar,m,scottish,0,iomhar
ion,m,"basque, romanian",3.38,أيون
iona,f,"english, scottish",0,أيونا
ionatán,m,irish,0,أيوناتان
ione,f,english,0,أيون
ionel,m,romanian,0,أيونيل
ionela,f,romanian,0,ايونيلا
ionut,m,romanian,0,أيونوت
iorwerth,m,welsh,0,iorwerth
iosif,m,"russian, bulgarian",0,iOSIF
ipati,m,russian,0,ipati
ippolit,m,russian,0,ippolit
ippolito,m,italian,0,Ippolito
iqbal,m,arabic,0,إقبال
ira,m,"biblical, english, jewish",18.83,إيرا
ireland,f,english,0,أيرلندا
irén,f,hungarian,0,irén
irena,f,"polish, czech, dutch",0,إيرينا
iréné,m,french,0,إيريني
irène,f,french,1.62,irène
irene,f,"english, italian, scandinavian, german, greek mythology (latinized)",0.06,إيرين
irénée,f,french,0.38,إيريني
ireneus,m,ancient greek (latinized),0,ايرينوس
ireneusz,m,polish,0,ايرينوس
irina,f,"russian, bulgarian, romanian",0.03,إيرينا
irinei,m,russian,0,إريني
iris,f,"greek mythology, english",5.29,قزحية
irit,f,jewish,0,IRIT
irja,f,finnish,0,إيرجا
irma,f,"german, hungarian, spanish",9.75,إيرما
irmak,f,turkish,0,Irmak
irmgard,f,german,1.18,Irmgard
irmhild,f,german,0,Irmhild
irmtraud,f,german,0,Irmtraud
irmtrud,f,german,0,Irmtrud
irmuska,f,hungarian,0,Irmuska
irvin,m,"english, scottish",0.03,إيرفين
irvine,m,"english, scottish",0.03,ايرفين
irving,m,"english, scottish",0.25,ايرفينغ
irwin,m,,0.13,إيروين
isa,"f,m",english,0.22,هو
isaac,m,"english, jewish, biblical",4.94,إسحاق
isabel,f,"spanish, portuguese, french, english",1.31,إيزابيل
isabell,f,english,0,إيزابيل
isabella,f,"english, italian, spanish, dutch",0,إيزابيلا
isabelle,f,"english, french, german",7.68,إيزابيل
isador,m,english,0,إيزادور
isadora,f,,0.22,إيزادورا
isadore,m,english,0,إيزادور
isaia,m,italian,0,أشعيا
isaiah,m,"english, jewish, biblical",0,أشعيا
isaias,m,biblical,0,إيساياس
isak,m,swedish,0,إيساك
isam,m,arabic,0,إيسام
isamu,m,japanese,0,إسامو
isandro,m,spanish,0,Isandro
isaura,f,"portuguese, spanish",0.03,Isaura
isbel,f,english,0,Isbel
iseabail,f,scottish,0,iseabail
isebella,f,,0,Isebella
iser,m,jewish,0,أير
iseult,f,celtic mythology,0.38,iseult
isha,"m,f",indian,0.03,إيشا
ishbel,f,scottish,0,إيشبل
ishmael,m,"biblical, english",0,إسماعيل
ishmerai,m,biblical,0,Ishmerai
ishtar,f,near eastern mythology,0,عشتار
isiah,m,english,0,إيزيا
isibéal,f,irish,0,isibéal
isidor,m,"german, russian",0,إيسيدور
isidora,f,"english, italian, spanish, russian, serbian",0,إيسيدورا
isidore,m,"english, french",0.92,إيسيدور
isidoro,m,"spanish, italian",0.06,إيسيدورو
isis,f,egyptian mythology (hellenized),1.59,مشاكل
iskender,m,turkish,0,Iskender
isla,f,scottish,0.03,جزيرة
islay,m,scottish,0,Islay
isleen,f,,0,جزيرة
islwyn,m,welsh,0,Islwyn
ismael,m,spanish,0.03,إسماعيل
isma'il,m,arabic,0,إسماعيل
ismat,"m,f",arabic,0,إسمات
ismene,f,greek mythology,0,إسمن
isobel,f,scottish,0,إيزوبيل
isocrates,m,ancient greek (latinized),0,isocrates
isolda,f,english,0,إيزولدا
isolde,f,"english, german, celtic mythology",0.35,Isolde
isra,f,arabic,0.03,إسرى
israel,m,"biblical, jewish",0.06,إسرائيل
issa,m,arabic,0.03,عيسى
issac,m,english (modern),0,ISSAC
issachar,m,"biblical, jewish",0,إيسياشار
issur,m,jewish,0,ISSUR
issy,m,,1.15,إيسي
istván,m,hungarian,0,István
ita,f,irish,0.16,ita
itala,f,italian,0,إيطاليا
italo,m,italian,0.38,Italo
italus,m,roman mythology,0,italus
itamar,m,jewish,0,itamar
ithamar,m,"biblical, jewish",0,ithamar
ithel,m,welsh,0,إيهيل
i'tidal,f,arabic,0,أنا لا
itzhak,m,jewish,0,itzhak
itziar,f,"basque, spanish",0,itziar
iúile,f,irish,0,Iúile
iulia,f,romanian,0,IULIA
iulian,m,romanian,0,iulian
iuliana,f,romanian,0,Iuliana
iva,f,"czech, russian, bulgarian, serbian, croatian",0,إيفا
ivah,f,biblical,0,إيفاه
ivan,m,"russian, czech, croatian",2.52,إيفان
ivana,f,"czech, serbian, croatian, slovene",0,إيفانا
ivanka,f,"czech, serbian, croatian, bulgarian",0,إيفانكا
ivanna,f,"russian, ukrainian",0,إيفانا
ivar,m,scandinavian,0.03,إيفار
ives,m,,0.25,إيفيس
ivette,f,,0,إيفيت
ivo,m,"german, dutch",0,إيفو
ivonette,f,,0,Ivonette
ivonne,f,german,0,إيفون
ivor,m,english,0.03,ivor
ivory,f,english,0.03,عاج
ivy,f,english,0.22,لبلاب
iwan,m,polish,0.03,انا فزت
iwo,m,polish,0.03,Iwo
iwona,f,polish,0,إيواونا
ixchel,f,new world mythology,0,Ixchel
iyov,m,jewish,0,إيوف
izaak,m,german,0,إيزاك
izabela,f,"polish, czech",0,إيزابيلا
izabella,f,"polish, hungarian",0,إيزابيلا
izdihar,f,arabic,0,Izdihar
izolda,f,polish,0,إيزولدا
izsák,m,hungarian,0,إيزساك
izumi,f,japanese,0.03,إيزومي
izz-al-din,m,arabic,0,Izz-al-din
izz-ed-din,m,arabic,0,Izz-ed-din
izzy,m,english,0,إيزي
jaakko,m,finnish,0,جاكو
jaan,m,estonian,0.13,جان
jaana,f,finnish,0,جانا
jaap,m,dutch,0,ياب
jabbar,m,indian,0,جبار
jabez,m,biblical,0,جابيز
jabin,m,biblical,0.06,جابين
jabir,m,arabic,0,جبير
jabr,m,arabic,0,جبر
jabril,m,arabic,0,جابريل
jacaline,f,english (modern),0,جاكالين
jacek,m,polish,0,Jacek
jacenty,m,polish,0,جاكين
jachin,m,biblical,0,جاشين
jacinda,f,english,0,جاكيندا
jacinta,f,"spanish, portuguese",0,جاسينتا
jacinth,f,english,0,ياقوتة
jacintha,f,dutch,0,جاسينثا
jacinthe,f,french,0.29,جاسينث
jacinto,m,"spanish, portuguese",0.22,جاسينتو
jack,m,english,5.29,جاك
jackalyn,f,english (modern),0,جاكالين
jacki,f,english,0.03,جاكي
jackie,"m,f",english,1.15,جاكي
jacklyn,f,english (modern),0,جاكلين
jackson,m,english,1.12,جاكسون
jaclyn,f,english (modern),0,جاكلين
jacob,m,"english, dutch, scandinavian",4.68,يعقوب
jacoba,f,dutch,0,يعقوب
jacobina,f,,0,يعقوب
jacobine,f,"norwegian, danish, dutch",0.73,يعقوب
jacobo,m,spanish,0,يعقوب
jacobus,m,dutch,0.03,يعقوب
jacopo,m,italian,0.06,جاكوبو
jacqueline,f,"french, english",2.9,جاكلين
jacquelyn,f,english,0,جاكلين
jacques,m,french,81.97,جاك
jacquetta,f,english,0,جاكويتا
jacquette,f,english,0.03,جاكيت
jacqui,f,english,0,جاكي
jada,f,english,0,جادا
jade,f,english,3.06,يشم
jaden,"m,f",english,0,جادن
jadon,m,biblical,0,جادون
jadranka,f,croatian,0,جادرانكا
jadranko,m,croatian,0,جادرانكو
jadwiga,f,polish,0,Jadwiga
jadyn,"m,f",english (modern),0,جادين
jadzia,f,polish,0,جادزيا
jael,f,"biblical, jewish",0,جايل
jafar,m,arabic,0,جعفر
jafet,m,,0,جافيت
jaffar,m,indian,0,جفار
jaffe,f,jewish,0.35,جافي
jaffer,m,indian,0.1,جفر
jagannath,m,indian,0,جاغاناث
jagdish,m,indian,0,jagdish
jagjit,m,indian,0,جاجيت
jago,m,cornish,0,Jago
jagoda,f,"croatian, serbian",0,جاغودا
jahan,m,iranian,0,ياهان
jahangir,m,iranian,0,جهانجير
jahel,f,,0.03,جليل
jahleel,m,biblical,0,جاهليل
jahzeel,m,biblical,0,jahzeel
jai,m,indian,0.06,جاي
jaiden,"m,f",english (modern),0,جايدن
jaidev,m,indian,0,جايدف
jaime (1),m,"spanish, portuguese",0,خايمي (1)
jaime (2),f,english,0,خايمي (2)
jair,m,biblical,0,جير
jairus,m,biblical,0,جيروس
jaka,m,slovene,0,جاكا
jakab,m,hungarian,0,جاكاب
jake,m,english,0,جيك
jakki,f,english,0,جاكي
jákob,m,hungarian,0,يعقوب
jakob,m,"german, scandinavian",0.32,يعقوب
jakov,m,croatian,0,جاكوف
jakub,m,"polish, czech",0,جاكوب
jalal,m,arabic,0,جلال
jalen,m,english (modern),0,جالين
jalila,f,arabic,0,جاليلا
jalmari,m,finnish,0,جالماري
jalo,m,finnish,0,جالو
jamaal,m,arabic,0,جامال
jamaar,m,english (modern),0,جامار
jamal,"m,f",arabic,0.03,جمال
jamar,m,english,0,جامار
jameel,m,indian,0,Jameel
jameela,f,indian,0,Jameela
james,m,"english, biblical",6.98,جوامع
jamesina,f,scottish,0,جيمسنا
jamey,m,english,0,jamey
jami,f,english,4.78,جامي
jamie (1),m,"scottish, english",0,جيمي (1)
jamie (2),f,english,0,جيمي (2)
jamil,m,arabic,0,جاميل
jamila,f,arabic,0,حميلا
jamin,m,biblical,0.03,جامين
jamison,m,english,0,جاميسون
jamshad,m,iranian,0,جامشاد
jamshed,m,iranian,0,جامشيد
jamsheed,m,iranian,0,جامشيد
jan (1),m,"dutch, scandinavian, czech, polish, german",0,يناير (1)
jan (2),f,english,0,يناير (2)
jana,f,"dutch, czech, polish",0,جانا
janae,f,english,0,جانا
janan,f,arabic,0,يانان
jancis,f,english,0,يانس
jancsi,m,hungarian,0,يانكسي
jane,f,english,3.35,جين
janecek,m,czech,0,جانسيك
janek,m,polish,0.03,جانك
janeka,f,english,0,جانكا
janel,f,english,0,جانيل
janele,f,english,0,جانيل
janella,f,english,0,جانيلا
janelle,f,english,0,جانيل
janene,f,english,0,جانين
janessa,f,english,0,جانيسا
janet,f,english,1.62,جانيت
janetta,f,english,0,جانيتا
janette,f,english,0,جانيت
janey,f,english,0,جاني
janez,m,slovene,0,جينز
jani,m,"finnish, hungarian",0,جاني
janice,f,english,0,جانيس
janie,f,english,0.48,جاني
janika,m,hungarian,0,جانيكا
janina,f,"polish, english",0.03,جانينا
janine,f,english,2.93,جانين
janis (1),m,latvian,0,جانيس (1)
janis (2),f,english,0,جانيس (2)
janna,f,english,0.03,جانا
jannah,f,english,0,جنة
janne (1),m,swedish,0,جاني (1)
janne (2),f,"danish, norwegian",0,جاني (2)
janneke,f,dutch,0,جانيك
jannick,m,danish,0,جانيك
jannike,f,scandinavian,0,جانيك
jannine,f,english,0,جانين
jános,m,hungarian,0,János
janus,m,roman mythology,0.64,مزدوج الوجه
janusz,m,polish,0,يانوس
japeth,m,,0,جابث
japheth,m,biblical,0,يافيث
jaqueline,f,english,0,جاكلين
jaquelyn,f,english,0,جاكلين
jared,m,"english, biblical",0,جاريد
jarek,m,"polish, czech",0,جريك
jareth,m,english (modern),0,جاريث
jari,m,finnish,0,جاري
jarka,f,czech,0.03,جاركا
jarl,m,"scandinavian, norse mythology",0,جارل
jarlath,m,irish,0,Jarlath
jarmila,f,czech,0,Jarmila
jarod,m,english,0,جارود
jarogniew,m,polish,0,Garogniew
jaromil,m,"polish, czech",0,جاروميل
jaromir,m,czech,0,جارمير
jaron,"m,f",english,0,جارون
jaropelk,m,polish,0,Jaropelk
jaroslav,m,czech,0.03,Jaroslav
jaroslaw,m,polish,0,جاروسلاو
jaroslawa,f,polish,0,جاروسلاوا
jarred,m,english,0,جاريد
jarrett,m,english,13.86,جاريت
jarrod,m,english,0,جارود
jarvis,m,english,0,جارفيس
jasmin,f,english (modern),2.42,ياسمين
jasmine,f,english,0,الياسمين
jasmyn,f,english (modern),0,ياسمين
jason,m,"english, greek mythology (latinized), biblical",2.2,جيسون
jasper,m,english,0.1,يشب
jaswinder,f,indian,0,جاسويندر
jathbiyya,f,arabic,0,Jathbiyya
jathibiyya,f,arabic,0,Jathibiyya
jaume,m,catalan,0.03,جوم
jaumet,m,catalan,0,Jaumet
javaid,m,iranian,0,جافيد
javan,m,biblical,0.06,جافان
javed,m,"iranian, arabic",0,جافيد
javier,m,"spanish, portuguese",8,خافيير
javor,m,"croatian, serbian, slovene",0,موظفة
jawahir,f,arabic,0,جواهر
jawdat,m,arabic,0,jawdat
jaxon,m,english (modern),0,جاكسون
jay (1),m,english,0,جاي (1)
jay (2),m,indian,0,جاي (2)
jaya,f,indian,0,جايا
jayant,m,indian,0,جايانت
jayanti,f,indian,0,جايانتي
jaycob,m,english (modern),0,جايكوب
jayda,f,english,0,جايدا
jayde,f,english (modern),0,جايدي
jayden,"m,f",english (modern),0,جايدن
jaydon,m,english (modern),0,جايدون
jaye,m,english,0,جاي
jayel,f,,0,جايل
jayla,f,english (modern),0,جايلا
jaylee,f,english (modern),0,جايلي
jaylen,m,english (modern),0,جايلين
jaylin,m,english (modern),0,جايلين
jaylon,m,english (modern),0,جايلون
jayma,f,,0,جيما
jayme,f,english,0,جايمي
jaymes,m,english,0,جايمز
jayna,f,english (modern),0,جينا
jayne,f,english (modern),0,جين
jaynie,f,english,0,جايني
jayson,m,english (modern),0,جيسون
jaywant,m,indian,0,جايوانت
jazmin,f,english,0,جازمين
jazmine,f,english,0,Jazmine
jean (1),m,french,0,جان (1)
jean (2),f,english,0,جان (2)
jeana,f,english,0,جينا
jean-baptiste,m,french,0,جان بابتيست
jeane,f,english,0,جين
jeanette,f,english,0.03,جانيت
jeanie,f,english,0,جيني
jeanine,f,"french, english",1.72,جانين
jean-marie,m,french,0,جان ماري
jeanna,f,english,0,جينا
jeanne,f,french,15.13,جين
jeannette,f,french,4.91,جانيت
jeannie,f,english,0,جيني
jeannine,f,"french, english",0.13,جينين
jeannot,m,french,7.61,جينوت
jeb,m,english,0.03,جيب
jed,m,english,0,jed
jedidah,f,biblical,0,جيدة
jedidiah,m,biblical,0,جيديا
jedrzej,m,polish,0,Jedrzej
jeetendra,m,indian,0,جيتندرا
jeff,m,english,2.48,جيف
jefferson,m,english,1.08,جيفرسون
jeffery,m,english,0,جيفري
jeffrey,m,english,0.32,جيفري
jeffry,m,english,0,جيفري
jehiel,m,biblical,0,جيهيل
jehoash,m,biblical,0,يهوه
jehoshaphat,m,biblical,0,يهوه
jehovah,m,theology,0.1,يهوه
jehu,m,biblical,0,يهو
jekaterina,f,russian,0,جيكاترينا
jelani,m,african,0,جيلاني
jelena,f,"latvian, croatian, serbian",0,جيلينا
jelka,f,"slovene, croatian",0,جيلكا
jem,m,english,0,جيم
jemima,f,"biblical, english",0.25,جيميما
jemma,f,english,0,جيما
jemmy,m,english,0,جيمي
jen,f,english,0.03,جين
jena,f,english (modern),0,جينا
jenae,f,english (modern),0,جنا
jenaro,m,spanish,0,جينارو
jenci,m,hungarian,0,جينسي
jenelle,f,english,0,جينيل
jenessa,f,english,0,جينيا
jeni,f,english,0,جيني
jenifer,f,english,0,جينيفر
jenn,f,english,0,جين
jenna,f,english,0,جينا
jenni,f,english,0,جيني
jennie,f,english,0,جيني
jennifer,f,english,0,جنيفر
jenny,f,english,8.54,جيني
jenõ,m,hungarian,0,جين
jens,m,danish,0,جينس
jep,m,english,0,جيب
jephtha,m,biblical (variant),0,يوفثا
jephthah,m,biblical,0,jephthah
jepson,m,english,0,جيبسون
jeptha,m,,0,جيبثا
jera,f,english,0,جيرا
jerald,m,english,0,جيرالد
jere,m,english,0,جيري
jeremiah,m,"english, jewish, biblical",0.29,إرميا
jeremias,m,german,0,إرميا
jérémie,m,french,7.07,جيريمي
jeremiel,m,biblical,0,جيريميل
jeremy,m,"english, biblical (variant)",0.1,جيريمي
jeri,f,english,0,جيري
jericho,m,"biblical, english",0,أريحا
jerk,m,swedish,0.25,هَزَّة
jerker,m,swedish,0,Jerker
jermaine,m,english,0,جيرمين
jernej,m,slovene,0,جيرني
jeroen,m,dutch,0,جيرون
jerold,m,english,0,جيرولد
jérôme,m,french,21.6,جيروم
jerome,m,english,0.19,جيروم
jerónimo,m,spanish,0,جيرونيمو
jerrard,m,english,0.03,جيرارد
jerri,f,english,0,جيري
jerrie,f,english,0,جيري
jerrod,m,english,0,جيرود
jerrold,m,english,0,جيرولد
jerry,"m,f",english,0.8,جيري
jerusha,f,biblical,0,جيروشا
jervis,m,english,0.19,جيرفيس
jerzy,m,polish,0,جيروزي
jesper,m,danish,0,يسبر
jess,"m,f",english,0,جيس
jessalyn,f,english (modern),0,جيسالين
jessamine,f,english,0,جيسامين
jessamyn,f,english,0,جيسامين
jesse,m,"english, biblical",0,جيسي
jessenia,f,arabic,0,جيسينيا
jessi,f,english,0,جيسي
jessica,f,english,8.79,جيسيكا
jessie (1),f,scottish,0,جيسي (1)
jessie (2),"f,m",english,0,جيسي (2)
jessika,f,english (modern),0,جيسيكا
jessye,f,english (modern),0,جيسي
jesús,m,"spanish, portuguese",0,عيسى
jesus,m,"theology, biblical",0.51,عيسى
jesusa,f,"spanish, portuguese",0,يسوع
jethro,m,"biblical, english",0.03,جيثرو
jetta,f,english,0.03,جيتا
jeunesse,f,,63.94,Jeunesse
jewel,f,english,0,جوهرة
jewell,f,english (modern),0,جيويل
jezebel,f,biblical,0.03,جيزبل
jia,f,chinese,0,جيا
jiang,"m,f",chinese,0.06,جيانغ
jill,f,english,0.1,جيل
jillian,f,english,0,جيليان
jillie,f,english,0,جيلي
jilly,f,english,0,جيلي
jim,m,english,1.85,جيم
jimena,f,spanish,0,جيمينا
jimi,m,english,0.19,جيمي
jimmie,"m,f",english,0,جيمي
jimmy,m,english,0.8,جيمي
jin,"m,f",chinese,0.03,جين
jinan,"m,f",arabic,0,جينان
jindrich,m,czech,0,جيندريش
jing,"m,f",chinese,0.06,جينغ
jin-ho,m,korean,0,جين هو
jinny,f,english,0,جيني
jirair,m,armenian,0,جيراير
jirí,m,czech,0,جير
jiro,m,japanese,0,جيرو
jitender,m,indian,0,jitender
jitendra,m,indian,0,جيتيندرا
jitinder,m,indian,0,Jitinder
jo,"m,f",english,18.25,جو
joab,m,biblical,0,يوب
joachim,m,"english, french, german, polish, biblical",0.67,يواكيم
joakim,m,scandinavian,0,يواكيم
joan (1),f,english,0,جوان (1)
joan (2),m,catalan,0,جوان (2)
joana,f,portuguese,0,جوانا
joandra,f,english (modern),0,جوندرا
joann,f,english,0,جوان
joanna,f,"english, polish, biblical",0,جوانا
joanne,f,english,0.06,جوان
joannes,m,,0.03,جوان
joão,m,portuguese,0,جواو
